#
# Sample name: Sample title.                                                   
# Sample id:   
# Sample type: 
# User name:   
# Sample description: 
#
# Start time:    2026-04-15, 15:58:25
# Real time (s): 907.040
# Live time (s): 900.000
#
# Total counts:  84553
#
# Left marker:  1745 (656.430 keV)
# Right marker: 1779 (669.055 keV)
# Counts:       2529
#
# Energy calibration coefficients ( E = sum(Ai * n**i) )
#     A0: 8.481379
#     A1: 0.371317
#     A2: 0.000000
#     A3: 0.000000
# Energy unit: keV
#
# Channel data
# n	energy(keV)	counts	rate(1/s)
#-----------------------------------------------------------------------
12750	4742.778	0	0
12751	4743.149	0	0
12752	4743.521	0	0
12753	4743.892	0	0
12754	4744.263	0	0
12755	4744.635	0	0
12756	4745.006	1	0.00111111
12757	4745.377	0	0
12758	4745.749	0	0
12759	4746.120	0	0
12760	4746.491	0	0
12761	4746.863	1	0.00111111
12762	4747.234	0	0
12763	4747.605	0	0
12764	4747.977	0	0
12765	4748.348	0	0
12766	4748.719	0	0
12767	4749.090	0	0
12768	4749.462	0	0
12769	4749.833	0	0
12770	4750.204	0	0
12771	4750.576	0	0
12772	4750.947	1	0.00111111
12773	4751.318	0	0
12774	4751.690	0	0
12775	4752.061	0	0
12776	4752.432	0	0
12777	4752.804	0	0
12778	4753.175	0	0
12779	4753.546	0	0
12780	4753.918	0	0
12781	4754.289	0	0
12782	4754.660	0	0
12783	4755.032	0	0
12784	4755.403	0	0
12785	4755.774	0	0
12786	4756.145	0	0
12787	4756.517	0	0
12788	4756.888	0	0
12789	4757.259	0	0
12790	4757.631	0	0
12791	4758.002	0	0
12792	4758.373	0	0
12793	4758.745	0	0
12794	4759.116	0	0
12795	4759.487	0	0
12796	4759.859	0	0
12797	4760.230	0	0
12798	4760.601	0	0
12799	4760.973	0	0
12800	4761.344	0	0
12801	4761.715	0	0
12802	4762.087	0	0
12803	4762.458	0	0
12804	4762.829	0	0
12805	4763.201	0	0
12806	4763.572	0	0
12807	4763.943	0	0
12808	4764.314	0	0
12809	4764.686	0	0
12810	4765.057	0	0
12811	4765.428	0	0
12812	4765.800	0	0
12813	4766.171	0	0
12814	4766.542	0	0
12815	4766.914	0	0
12816	4767.285	0	0
12817	4767.656	0	0
12818	4768.028	0	0
12819	4768.399	0	0
12820	4768.770	0	0
12821	4769.142	0	0
12822	4769.513	0	0
12823	4769.884	0	0
12824	4770.256	0	0
12825	4770.627	0	0
12826	4770.998	0	0
12827	4771.369	0	0
12828	4771.741	0	0
12829	4772.112	0	0
12830	4772.483	0	0
12831	4772.855	0	0
12832	4773.226	0	0
12833	4773.597	0	0
12834	4773.969	0	0
12835	4774.340	0	0
12836	4774.711	0	0
12837	4775.083	0	0
12838	4775.454	0	0
12839	4775.825	0	0
12840	4776.197	0	0
12841	4776.568	0	0
12842	4776.939	0	0
12843	4777.311	0	0
12844	4777.682	0	0
12845	4778.053	0	0
12846	4778.425	0	0
12847	4778.796	0	0
12848	4779.167	0	0
12849	4779.538	0	0
12850	4779.910	0	0
12851	4780.281	0	0
12852	4780.652	0	0
12853	4781.024	0	0
12854	4781.395	0	0
12855	4781.766	0	0
12856	4782.138	0	0
12857	4782.509	0	0
12858	4782.880	0	0
12859	4783.252	0	0
12860	4783.623	0	0
12861	4783.994	0	0
12862	4784.366	0	0
12863	4784.737	0	0
12864	4785.108	0	0
12865	4785.480	0	0
12866	4785.851	0	0
12867	4786.222	0	0
12868	4786.594	0	0
12869	4786.965	0	0
12870	4787.336	0	0
12871	4787.707	0	0
12872	4788.079	0	0
12873	4788.450	0	0
12874	4788.821	0	0
12875	4789.193	0	0
12876	4789.564	0	0
12877	4789.935	0	0
12878	4790.307	0	0
12879	4790.678	0	0
12880	4791.049	0	0
12881	4791.421	0	0
12882	4791.792	0	0
12883	4792.163	0	0
12884	4792.535	0	0
12885	4792.906	0	0
12886	4793.277	0	0
12887	4793.649	0	0
12888	4794.020	0	0
12889	4794.391	0	0
12890	4794.762	0	0
12891	4795.134	0	0
12892	4795.505	0	0
12893	4795.876	0	0
12894	4796.248	0	0
12895	4796.619	0	0
12896	4796.990	0	0
12897	4797.362	0	0
12898	4797.733	0	0
12899	4798.104	0	0
12900	4798.476	0	0
12901	4798.847	0	0
12902	4799.218	0	0
12903	4799.590	0	0
12904	4799.961	0	0
12905	4800.332	1	0.00111111
12906	4800.704	0	0
12907	4801.075	0	0
12908	4801.446	0	0
12909	4801.818	0	0
12910	4802.189	0	0
12911	4802.560	0	0
12912	4802.931	0	0
12913	4803.303	0	0
12914	4803.674	0	0
12915	4804.045	0	0
12916	4804.417	0	0
12917	4804.788	0	0
12918	4805.159	0	0
12919	4805.531	0	0
12920	4805.902	0	0
12921	4806.273	0	0
12922	4806.645	0	0
12923	4807.016	0	0
12924	4807.387	0	0
12925	4807.759	0	0
12926	4808.130	0	0
12927	4808.501	0	0
12928	4808.873	0	0
12929	4809.244	0	0
12930	4809.615	0	0
12931	4809.987	0	0
12932	4810.358	0	0
12933	4810.729	0	0
12934	4811.100	0	0
12935	4811.472	1	0.00111111
12936	4811.843	0	0
12937	4812.214	0	0
12938	4812.586	0	0
12939	4812.957	0	0
12940	4813.328	0	0
12941	4813.700	0	0
12942	4814.071	0	0
12943	4814.442	1	0.00111111
12944	4814.814	0	0
12945	4815.185	0	0
12946	4815.556	0	0
12947	4815.928	0	0
12948	4816.299	0	0
12949	4816.670	0	0
12950	4817.042	0	0
12951	4817.413	0	0
12952	4817.784	0	0
12953	4818.155	0	0
12954	4818.527	0	0
12955	4818.898	1	0.00111111
12956	4819.269	0	0
12957	4819.641	0	0
12958	4820.012	0	0
12959	4820.383	0	0
12960	4820.755	0	0
12961	4821.126	0	0
12962	4821.497	0	0
12963	4821.869	0	0
12964	4822.240	0	0
12965	4822.611	0	0
12966	4822.983	0	0
12967	4823.354	0	0
12968	4823.725	0	0
12969	4824.097	0	0
12970	4824.468	0	0
12971	4824.839	0	0
12972	4825.211	0	0
12973	4825.582	0	0
12974	4825.953	0	0
12975	4826.324	0	0
12976	4826.696	0	0
12977	4827.067	0	0
12978	4827.438	0	0
12979	4827.810	1	0.00111111
12980	4828.181	0	0
12981	4828.552	0	0
12982	4828.924	0	0
12983	4829.295	0	0
12984	4829.666	0	0
12985	4830.038	0	0
12986	4830.409	0	0
12987	4830.780	0	0
12988	4831.152	0	0
12989	4831.523	0	0
12990	4831.894	0	0
12991	4832.266	0	0
12992	4832.637	0	0
12993	4833.008	0	0
12994	4833.380	0	0
12995	4833.751	0	0
12996	4834.122	0	0
12997	4834.493	0	0
12998	4834.865	0	0
12999	4835.236	0	0
13000	4835.607	0	0
13001	4835.979	0	0
13002	4836.350	0	0
13003	4836.721	0	0
13004	4837.093	0	0
13005	4837.464	0	0
13006	4837.835	0	0
13007	4838.207	0	0
13008	4838.578	0	0
13009	4838.949	0	0
13010	4839.321	0	0
13011	4839.692	0	0
13012	4840.063	0	0
13013	4840.435	0	0
13014	4840.806	0	0
13015	4841.177	0	0
13016	4841.548	0	0
13017	4841.920	0	0
13018	4842.291	0	0
13019	4842.662	0	0
13020	4843.034	0	0
13021	4843.405	0	0
13022	4843.776	0	0
13023	4844.148	0	0
13024	4844.519	1	0.00111111
13025	4844.890	0	0
13026	4845.262	0	0
13027	4845.633	0	0
13028	4846.004	0	0
13029	4846.376	0	0
13030	4846.747	0	0
13031	4847.118	0	0
13032	4847.490	0	0
13033	4847.861	0	0
13034	4848.232	0	0
13035	4848.604	0	0
13036	4848.975	0	0
13037	4849.346	0	0
13038	4849.717	0	0
13039	4850.089	0	0
13040	4850.460	0	0
13041	4850.831	0	0
13042	4851.203	0	0
13043	4851.574	0	0
13044	4851.945	0	0
13045	4852.317	0	0
13046	4852.688	0	0
13047	4853.059	0	0
13048	4853.431	1	0.00111111
13049	4853.802	0	0
13050	4854.173	0	0
13051	4854.545	0	0
13052	4854.916	0	0
13053	4855.287	0	0
13054	4855.659	0	0
13055	4856.030	0	0
13056	4856.401	0	0
13057	4856.772	0	0
13058	4857.144	0	0
13059	4857.515	0	0
13060	4857.886	0	0
13061	4858.258	0	0
13062	4858.629	0	0
13063	4859.000	1	0.00111111
13064	4859.372	0	0
13065	4859.743	0	0
13066	4860.114	0	0
13067	4860.486	0	0
13068	4860.857	0	0
13069	4861.228	0	0
13070	4861.600	0	0
13071	4861.971	0	0
13072	4862.342	0	0
13073	4862.714	0	0
13074	4863.085	0	0
13075	4863.456	0	0
13076	4863.828	0	0
13077	4864.199	0	0
13078	4864.570	0	0
13079	4864.941	0	0
13080	4865.313	0	0
13081	4865.684	0	0
13082	4866.055	0	0
13083	4866.427	0	0
13084	4866.798	0	0
13085	4867.169	0	0
13086	4867.541	0	0
13087	4867.912	0	0
13088	4868.283	0	0
13089	4868.655	0	0
13090	4869.026	0	0
13091	4869.397	0	0
13092	4869.769	0	0
13093	4870.140	0	0
13094	4870.511	0	0
13095	4870.883	0	0
13096	4871.254	0	0
13097	4871.625	0	0
13098	4871.997	0	0
13099	4872.368	0	0
13100	4872.739	0	0
13101	4873.110	0	0
13102	4873.482	0	0
13103	4873.853	0	0
13104	4874.224	0	0
13105	4874.596	0	0
13106	4874.967	0	0
13107	4875.338	0	0
13108	4875.710	0	0
13109	4876.081	1	0.00111111
13110	4876.452	0	0
13111	4876.824	0	0
13112	4877.195	0	0
13113	4877.566	0	0
13114	4877.938	0	0
13115	4878.309	0	0
13116	4878.680	0	0
13117	4879.052	0	0
13118	4879.423	0	0
13119	4879.794	0	0
13120	4880.165	0	0
13121	4880.537	0	0
13122	4880.908	0	0
13123	4881.279	0	0
13124	4881.651	0	0
13125	4882.022	0	0
13126	4882.393	0	0
13127	4882.765	0	0
13128	4883.136	0	0
13129	4883.507	0	0
13130	4883.879	0	0
13131	4884.250	0	0
13132	4884.621	0	0
13133	4884.993	0	0
13134	4885.364	0	0
13135	4885.735	0	0
13136	4886.107	0	0
13137	4886.478	0	0
13138	4886.849	0	0
13139	4887.221	0	0
13140	4887.592	0	0
13141	4887.963	0	0
13142	4888.334	0	0
13143	4888.706	0	0
13144	4889.077	0	0
13145	4889.448	0	0
13146	4889.820	0	0
13147	4890.191	0	0
13148	4890.562	0	0
13149	4890.934	0	0
13150	4891.305	0	0
13151	4891.676	0	0
13152	4892.048	0	0
13153	4892.419	0	0
13154	4892.790	0	0
13155	4893.162	0	0
13156	4893.533	0	0
13157	4893.904	0	0
13158	4894.276	0	0
13159	4894.647	0	0
13160	4895.018	0	0
13161	4895.390	0	0
13162	4895.761	0	0
13163	4896.132	0	0
13164	4896.503	0	0
13165	4896.875	0	0
13166	4897.246	1	0.00111111
13167	4897.617	0	0
13168	4897.989	0	0
13169	4898.360	0	0
13170	4898.731	0	0
13171	4899.103	0	0
13172	4899.474	0	0
13173	4899.845	0	0
13174	4900.217	0	0
13175	4900.588	0	0
13176	4900.959	0	0
13177	4901.331	0	0
13178	4901.702	0	0
13179	4902.073	0	0
13180	4902.445	0	0
13181	4902.816	0	0
13182	4903.187	0	0
13183	4903.558	0	0
13184	4903.930	0	0
13185	4904.301	0	0
13186	4904.672	0	0
13187	4905.044	0	0
13188	4905.415	1	0.00111111
13189	4905.786	0	0
13190	4906.158	0	0
13191	4906.529	0	0
13192	4906.900	0	0
13193	4907.272	0	0
13194	4907.643	0	0
13195	4908.014	0	0
13196	4908.386	0	0
13197	4908.757	1	0.00111111
13198	4909.128	0	0
13199	4909.500	0	0
13200	4909.871	0	0
13201	4910.242	0	0
13202	4910.614	0	0
13203	4910.985	0	0
13204	4911.356	0	0
13205	4911.727	0	0
13206	4912.099	0	0
13207	4912.470	0	0
13208	4912.841	0	0
13209	4913.213	0	0
13210	4913.584	0	0
13211	4913.955	0	0
13212	4914.327	0	0
13213	4914.698	0	0
13214	4915.069	0	0
13215	4915.441	0	0
13216	4915.812	0	0
13217	4916.183	0	0
13218	4916.555	0	0
13219	4916.926	0	0
13220	4917.297	0	0
13221	4917.669	0	0
13222	4918.040	0	0
13223	4918.411	0	0
13224	4918.782	0	0
13225	4919.154	0	0
13226	4919.525	0	0
13227	4919.896	0	0
13228	4920.268	0	0
13229	4920.639	0	0
13230	4921.010	0	0
13231	4921.382	0	0
13232	4921.753	0	0
13233	4922.124	0	0
13234	4922.496	0	0
13235	4922.867	0	0
13236	4923.238	0	0
13237	4923.610	0	0
13238	4923.981	0	0
13239	4924.352	0	0
13240	4924.724	0	0
13241	4925.095	0	0
13242	4925.466	0	0
13243	4925.838	0	0
13244	4926.209	0	0
13245	4926.580	0	0
13246	4926.951	0	0
13247	4927.323	0	0
13248	4927.694	0	0
13249	4928.065	0	0
13250	4928.437	0	0
13251	4928.808	0	0
13252	4929.179	0	0
13253	4929.551	0	0
13254	4929.922	0	0
13255	4930.293	0	0
13256	4930.665	0	0
13257	4931.036	0	0
13258	4931.407	0	0
13259	4931.779	1	0.00111111
13260	4932.150	0	0
13261	4932.521	0	0
13262	4932.893	0	0
13263	4933.264	0	0
13264	4933.635	0	0
13265	4934.007	0	0
13266	4934.378	0	0
13267	4934.749	0	0
13268	4935.120	1	0.00111111
13269	4935.492	0	0
13270	4935.863	0	0
13271	4936.234	0	0
13272	4936.606	0	0
13273	4936.977	0	0
13274	4937.348	0	0
13275	4937.720	0	0
13276	4938.091	0	0
13277	4938.462	0	0
13278	4938.834	0	0
13279	4939.205	0	0
13280	4939.576	0	0
13281	4939.948	0	0
13282	4940.319	0	0
13283	4940.690	0	0
13284	4941.062	0	0
13285	4941.433	0	0
13286	4941.804	0	0
13287	4942.175	0	0
13288	4942.547	0	0
13289	4942.918	0	0
13290	4943.289	0	0
13291	4943.661	0	0
13292	4944.032	0	0
13293	4944.403	0	0
13294	4944.775	0	0
13295	4945.146	1	0.00111111
13296	4945.517	0	0
13297	4945.889	0	0
13298	4946.260	0	0
13299	4946.631	0	0
13300	4947.003	0	0
13301	4947.374	0	0
13302	4947.745	0	0
13303	4948.117	0	0
13304	4948.488	0	0
13305	4948.859	0	0
13306	4949.231	0	0
13307	4949.602	0	0
13308	4949.973	0	0
13309	4950.344	0	0
13310	4950.716	0	0
13311	4951.087	0	0
13312	4951.458	0	0
13313	4951.830	0	0
13314	4952.201	0	0
13315	4952.572	0	0
13316	4952.944	0	0
13317	4953.315	0	0
13318	4953.686	0	0
13319	4954.058	0	0
13320	4954.429	0	0
13321	4954.800	0	0
13322	4955.172	0	0
13323	4955.543	0	0
13324	4955.914	0	0
13325	4956.286	0	0
13326	4956.657	0	0
13327	4957.028	1	0.00111111
13328	4957.400	0	0
13329	4957.771	0	0
13330	4958.142	0	0
13331	4958.513	1	0.00111111
13332	4958.885	0	0
13333	4959.256	0	0
13334	4959.627	0	0
13335	4959.999	0	0
13336	4960.370	0	0
13337	4960.741	0	0
13338	4961.113	0	0
13339	4961.484	0	0
13340	4961.855	0	0
13341	4962.227	0	0
13342	4962.598	0	0
13343	4962.969	0	0
13344	4963.341	0	0
13345	4963.712	0	0
13346	4964.083	0	0
13347	4964.455	0	0
13348	4964.826	0	0
13349	4965.197	0	0
13350	4965.568	0	0
13351	4965.940	0	0
13352	4966.311	0	0
13353	4966.682	0	0
13354	4967.054	0	0
13355	4967.425	0	0
13356	4967.796	0	0
13357	4968.168	0	0
13358	4968.539	0	0
13359	4968.910	0	0
13360	4969.282	0	0
13361	4969.653	0	0
13362	4970.024	0	0
13363	4970.396	0	0
13364	4970.767	0	0
13365	4971.138	0	0
13366	4971.510	0	0
13367	4971.881	0	0
13368	4972.252	0	0
13369	4972.624	0	0
13370	4972.995	0	0
13371	4973.366	0	0
13372	4973.737	0	0
13373	4974.109	0	0
13374	4974.480	0	0
13375	4974.851	0	0
13376	4975.223	0	0
13377	4975.594	0	0
13378	4975.965	0	0
13379	4976.337	0	0
13380	4976.708	0	0
13381	4977.079	0	0
13382	4977.451	0	0
13383	4977.822	0	0
13384	4978.193	0	0
13385	4978.565	0	0
13386	4978.936	0	0
13387	4979.307	0	0
13388	4979.679	0	0
13389	4980.050	0	0
13390	4980.421	0	0
13391	4980.793	0	0
13392	4981.164	0	0
13393	4981.535	0	0
13394	4981.906	0	0
13395	4982.278	0	0
13396	4982.649	0	0
13397	4983.020	0	0
13398	4983.392	0	0
13399	4983.763	0	0
13400	4984.134	0	0
13401	4984.506	0	0
13402	4984.877	0	0
13403	4985.248	0	0
13404	4985.620	0	0
13405	4985.991	0	0
13406	4986.362	0	0
13407	4986.734	0	0
13408	4987.105	0	0
13409	4987.476	0	0
13410	4987.848	0	0
13411	4988.219	0	0
13412	4988.590	0	0
13413	4988.961	0	0
13414	4989.333	0	0
13415	4989.704	1	0.00111111
13416	4990.075	0	0
13417	4990.447	0	0
13418	4990.818	0	0
13419	4991.189	0	0
13420	4991.561	0	0
13421	4991.932	0	0
13422	4992.303	0	0
13423	4992.675	0	0
13424	4993.046	0	0
13425	4993.417	0	0
13426	4993.789	0	0
13427	4994.160	0	0
13428	4994.531	0	0
13429	4994.903	0	0
13430	4995.274	0	0
13431	4995.645	0	0
13432	4996.017	0	0
13433	4996.388	0	0
13434	4996.759	0	0
13435	4997.130	0	0
13436	4997.502	0	0
13437	4997.873	0	0
13438	4998.244	0	0
13439	4998.616	0	0
13440	4998.987	0	0
13441	4999.358	0	0
13442	4999.730	1	0.00111111
13443	5000.101	0	0
13444	5000.472	0	0
13445	5000.844	0	0
13446	5001.215	0	0
13447	5001.586	0	0
13448	5001.958	0	0
13449	5002.329	0	0
13450	5002.700	0	0
13451	5003.072	0	0
13452	5003.443	0	0
13453	5003.814	0	0
13454	5004.185	0	0
13455	5004.557	0	0
13456	5004.928	1	0.00111111
13457	5005.299	0	0
13458	5005.671	0	0
13459	5006.042	0	0
13460	5006.413	0	0
13461	5006.785	0	0
13462	5007.156	0	0
13463	5007.527	0	0
13464	5007.899	0	0
13465	5008.270	0	0
13466	5008.641	0	0
13467	5009.013	0	0
13468	5009.384	0	0
13469	5009.755	0	0
13470	5010.127	0	0
13471	5010.498	0	0
13472	5010.869	0	0
13473	5011.241	0	0
13474	5011.612	0	0
13475	5011.983	0	0
13476	5012.354	0	0
13477	5012.726	0	0
13478	5013.097	0	0
13479	5013.468	0	0
13480	5013.840	0	0
13481	5014.211	0	0
13482	5014.582	0	0
13483	5014.954	0	0
13484	5015.325	0	0
13485	5015.696	0	0
13486	5016.068	0	0
13487	5016.439	0	0
13488	5016.810	0	0
13489	5017.182	0	0
13490	5017.553	0	0
13491	5017.924	0	0
13492	5018.296	0	0
13493	5018.667	0	0
13494	5019.038	0	0
13495	5019.410	0	0
13496	5019.781	0	0
13497	5020.152	0	0
13498	5020.523	0	0
13499	5020.895	0	0
13500	5021.266	0	0
13501	5021.637	0	0
13502	5022.009	0	0
13503	5022.380	0	0
13504	5022.751	0	0
13505	5023.123	0	0
13506	5023.494	0	0
13507	5023.865	0	0
13508	5024.237	0	0
13509	5024.608	0	0
13510	5024.979	0	0
13511	5025.351	0	0
13512	5025.722	0	0
13513	5026.093	0	0
13514	5026.465	0	0
13515	5026.836	0	0
13516	5027.207	0	0
13517	5027.578	0	0
13518	5027.950	0	0
13519	5028.321	0	0
13520	5028.692	0	0
13521	5029.064	0	0
13522	5029.435	0	0
13523	5029.806	0	0
13524	5030.178	0	0
13525	5030.549	0	0
13526	5030.920	0	0
13527	5031.292	0	0
13528	5031.663	0	0
13529	5032.034	0	0
13530	5032.406	0	0
13531	5032.777	0	0
13532	5033.148	0	0
13533	5033.520	0	0
13534	5033.891	0	0
13535	5034.262	0	0
13536	5034.634	0	0
13537	5035.005	0	0
13538	5035.376	0	0
13539	5035.747	0	0
13540	5036.119	0	0
13541	5036.490	0	0
13542	5036.861	0	0
13543	5037.233	1	0.00111111
13544	5037.604	0	0
13545	5037.975	0	0
13546	5038.347	0	0
13547	5038.718	0	0
13548	5039.089	0	0
13549	5039.461	0	0
13550	5039.832	0	0
13551	5040.203	0	0
13552	5040.575	0	0
13553	5040.946	0	0
13554	5041.317	0	0
13555	5041.689	0	0
13556	5042.060	0	0
13557	5042.431	0	0
13558	5042.803	0	0
13559	5043.174	0	0
13560	5043.545	0	0
13561	5043.916	0	0
13562	5044.288	0	0
13563	5044.659	0	0
13564	5045.030	0	0
13565	5045.402	0	0
13566	5045.773	0	0
13567	5046.144	0	0
13568	5046.516	0	0
13569	5046.887	0	0
13570	5047.258	0	0
13571	5047.630	0	0
13572	5048.001	0	0
13573	5048.372	0	0
13574	5048.744	0	0
13575	5049.115	0	0
13576	5049.486	0	0
13577	5049.858	0	0
13578	5050.229	0	0
13579	5050.600	0	0
13580	5050.971	0	0
13581	5051.343	0	0
13582	5051.714	0	0
13583	5052.085	0	0
13584	5052.457	0	0
13585	5052.828	0	0
13586	5053.199	0	0
13587	5053.571	0	0
13588	5053.942	0	0
13589	5054.313	0	0
13590	5054.685	0	0
13591	5055.056	0	0
13592	5055.427	0	0
13593	5055.799	0	0
13594	5056.170	0	0
13595	5056.541	0	0
13596	5056.913	0	0
13597	5057.284	0	0
13598	5057.655	0	0
13599	5058.027	0	0
13600	5058.398	0	0
13601	5058.769	0	0
13602	5059.140	0	0
13603	5059.512	0	0
13604	5059.883	0	0
13605	5060.254	0	0
13606	5060.626	0	0
13607	5060.997	0	0
13608	5061.368	0	0
13609	5061.740	0	0
13610	5062.111	1	0.00111111
13611	5062.482	0	0
13612	5062.854	0	0
13613	5063.225	0	0
13614	5063.596	0	0
13615	5063.968	0	0
13616	5064.339	0	0
13617	5064.710	0	0
13618	5065.082	0	0
13619	5065.453	0	0
13620	5065.824	0	0
13621	5066.196	0	0
13622	5066.567	0	0
13623	5066.938	0	0
13624	5067.309	0	0
13625	5067.681	0	0
13626	5068.052	0	0
13627	5068.423	0	0
13628	5068.795	0	0
13629	5069.166	0	0
13630	5069.537	0	0
13631	5069.909	0	0
13632	5070.280	0	0
13633	5070.651	0	0
13634	5071.023	0	0
13635	5071.394	0	0
13636	5071.765	0	0
13637	5072.137	0	0
13638	5072.508	0	0
13639	5072.879	0	0
13640	5073.251	0	0
13641	5073.622	0	0
13642	5073.993	0	0
13643	5074.364	0	0
13644	5074.736	0	0
13645	5075.107	0	0
13646	5075.478	1	0.00111111
13647	5075.850	0	0
13648	5076.221	0	0
13649	5076.592	0	0
13650	5076.964	0	0
13651	5077.335	0	0
13652	5077.706	0	0
13653	5078.078	0	0
13654	5078.449	0	0
13655	5078.820	0	0
13656	5079.192	0	0
13657	5079.563	0	0
13658	5079.934	0	0
13659	5080.306	0	0
13660	5080.677	0	0
13661	5081.048	0	0
13662	5081.420	0	0
13663	5081.791	0	0
13664	5082.162	0	0
13665	5082.533	1	0.00111111
13666	5082.905	0	0
13667	5083.276	0	0
13668	5083.647	0	0
13669	5084.019	0	0
13670	5084.390	0	0
13671	5084.761	0	0
13672	5085.133	0	0
13673	5085.504	0	0
13674	5085.875	0	0
13675	5086.247	0	0
13676	5086.618	0	0
13677	5086.989	0	0
13678	5087.361	0	0
13679	5087.732	0	0
13680	5088.103	0	0
13681	5088.475	0	0
13682	5088.846	0	0
13683	5089.217	0	0
13684	5089.588	0	0
13685	5089.960	0	0
13686	5090.331	1	0.00111111
13687	5090.702	0	0
13688	5091.074	0	0
13689	5091.445	0	0
13690	5091.816	0	0
13691	5092.188	0	0
13692	5092.559	0	0
13693	5092.930	0	0
13694	5093.302	0	0
13695	5093.673	0	0
13696	5094.044	0	0
13697	5094.416	0	0
13698	5094.787	0	0
13699	5095.158	0	0
13700	5095.530	0	0
13701	5095.901	0	0
13702	5096.272	0	0
13703	5096.644	0	0
13704	5097.015	0	0
13705	5097.386	0	0
13706	5097.757	0	0
13707	5098.129	0	0
13708	5098.500	0	0
13709	5098.871	0	0
13710	5099.243	0	0
13711	5099.614	0	0
13712	5099.985	0	0
13713	5100.357	0	0
13714	5100.728	0	0
13715	5101.099	0	0
13716	5101.471	0	0
13717	5101.842	0	0
13718	5102.213	0	0
13719	5102.585	0	0
13720	5102.956	0	0
13721	5103.327	0	0
13722	5103.699	0	0
13723	5104.070	0	0
13724	5104.441	0	0
13725	5104.813	0	0
13726	5105.184	0	0
13727	5105.555	0	0
13728	5105.926	0	0
13729	5106.298	0	0
13730	5106.669	0	0
13731	5107.040	0	0
13732	5107.412	0	0
13733	5107.783	0	0
13734	5108.154	0	0
13735	5108.526	0	0
13736	5108.897	0	0
13737	5109.268	0	0
13738	5109.640	0	0
13739	5110.011	0	0
13740	5110.382	1	0.00111111
13741	5110.754	0	0
13742	5111.125	0	0
13743	5111.496	0	0
13744	5111.868	0	0
13745	5112.239	0	0
13746	5112.610	0	0
13747	5112.981	0	0
13748	5113.353	0	0
13749	5113.724	0	0
13750	5114.095	0	0
13751	5114.467	0	0
13752	5114.838	0	0
13753	5115.209	0	0
13754	5115.581	0	0
13755	5115.952	0	0
13756	5116.323	0	0
13757	5116.695	0	0
13758	5117.066	0	0
13759	5117.437	0	0
13760	5117.809	0	0
13761	5118.180	0	0
13762	5118.551	0	0
13763	5118.923	1	0.00111111
13764	5119.294	0	0
13765	5119.665	0	0
13766	5120.037	0	0
13767	5120.408	0	0
13768	5120.779	0	0
13769	5121.150	0	0
13770	5121.522	0	0
13771	5121.893	0	0
13772	5122.264	0	0
13773	5122.636	0	0
13774	5123.007	0	0
13775	5123.378	0	0
13776	5123.750	0	0
13777	5124.121	0	0
13778	5124.492	0	0
13779	5124.864	0	0
13780	5125.235	0	0
13781	5125.606	0	0
13782	5125.978	0	0
13783	5126.349	0	0
13784	5126.720	0	0
13785	5127.092	0	0
13786	5127.463	0	0
13787	5127.834	0	0
13788	5128.206	0	0
13789	5128.577	0	0
13790	5128.948	0	0
13791	5129.319	0	0
13792	5129.691	0	0
13793	5130.062	0	0
13794	5130.433	0	0
13795	5130.805	0	0
13796	5131.176	0	0
13797	5131.547	0	0
13798	5131.919	0	0
13799	5132.290	0	0
13800	5132.661	0	0
13801	5133.033	0	0
13802	5133.404	0	0
13803	5133.775	0	0
13804	5134.147	0	0
13805	5134.518	0	0
13806	5134.889	0	0
13807	5135.261	0	0
13808	5135.632	0	0
13809	5136.003	0	0
13810	5136.374	0	0
13811	5136.746	0	0
13812	5137.117	0	0
13813	5137.488	0	0
13814	5137.860	0	0
13815	5138.231	0	0
13816	5138.602	1	0.00111111
13817	5138.974	0	0
13818	5139.345	0	0
13819	5139.716	0	0
13820	5140.088	0	0
13821	5140.459	0	0
13822	5140.830	0	0
13823	5141.202	0	0
13824	5141.573	0	0
13825	5141.944	0	0
13826	5142.316	0	0
13827	5142.687	0	0
13828	5143.058	0	0
13829	5143.430	0	0
13830	5143.801	0	0
13831	5144.172	0	0
13832	5144.543	0	0
13833	5144.915	0	0
13834	5145.286	0	0
13835	5145.657	0	0
13836	5146.029	0	0
13837	5146.400	0	0
13838	5146.771	0	0
13839	5147.143	0	0
13840	5147.514	0	0
13841	5147.885	0	0
13842	5148.257	0	0
13843	5148.628	0	0
13844	5148.999	0	0
13845	5149.371	0	0
13846	5149.742	0	0
13847	5150.113	0	0
13848	5150.485	0	0
13849	5150.856	0	0
13850	5151.227	0	0
13851	5151.599	0	0
13852	5151.970	0	0
13853	5152.341	0	0
13854	5152.712	0	0
13855	5153.084	0	0
13856	5153.455	0	0
13857	5153.826	0	0
13858	5154.198	0	0
13859	5154.569	0	0
13860	5154.940	0	0
13861	5155.312	0	0
13862	5155.683	0	0
13863	5156.054	0	0
13864	5156.426	0	0
13865	5156.797	0	0
13866	5157.168	0	0
13867	5157.540	0	0
13868	5157.911	0	0
13869	5158.282	0	0
13870	5158.654	0	0
13871	5159.025	0	0
13872	5159.396	0	0
13873	5159.767	0	0
13874	5160.139	0	0
13875	5160.510	0	0
13876	5160.881	0	0
13877	5161.253	0	0
13878	5161.624	0	0
13879	5161.995	0	0
13880	5162.367	0	0
13881	5162.738	0	0
